SampleID;ASV;Count;Group;Type;Substrate;Density;Replicate;Kingdom;Phylum;Class;Order;Family;Genus
FN250.2;ASV10;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
FN250.2;ASV11;35;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV12;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
FN250.2;ASV13;4921;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus*
FN250.2;ASV14;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
FN250.2;ASV15;49;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
FN250.2;ASV16;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
FN250.2;ASV17;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
FN250.2;ASV18;56;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
FN250.2;ASV19;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus
FN250.2;ASV20;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV21;3;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
FN250.2;ASV22;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
FN250.2;ASV23;13;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
FN250.2;ASV24;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
FN250.2;ASV25;42;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
FN250.2;ASV26;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
FN250.2;ASV27;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus
FN250.2;ASV28;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
FN250.2;ASV29;2706;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus
FN250.2;ASV32;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV33;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
FN250.2;ASV34;37;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
FN250.2;ASV35;6;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
FN250.2;ASV36;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
FN250.2;ASV37;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
FN250.2;ASV38;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
FN250.2;ASV39;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
FN250.2;ASV40;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV41;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 18
FN250.2;ASV42;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
FN250.2;ASV43;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter*
FN250.2;ASV44;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus*
FN250.2;ASV47;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
FN250.2;ASV49;682;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus
FN250.2;ASV50;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
FN250.2;ASV51;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
FN250.2;ASV52;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus
FN250.2;ASV53;116;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV54;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Bacillus*
FN250.2;ASV55;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
FN250.2;ASV56;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV57;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia
FN250.2;ASV58;294;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium
FN250.2;ASV59;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus
FN250.2;ASV61;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV66;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
FN250.2;ASV67;124;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium
FN250.2;ASV68;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
FN250.2;ASV69;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Uncult. bacterium*
FN250.2;ASV70;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;SN8
FN250.2;ASV72;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
FN250.2;ASV73;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
FN250.2;ASV75;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;
FN250.2;ASV77;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus
FN250.2;ASV78;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus
FN250.2;ASV79;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;
FN250.2;ASV80;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
FN250.2;ASV81;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV83;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
FN250.2;ASV84;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus
FN250.2;ASV87;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
FN250.2;ASV90;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
FN250.2;ASV91;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
FN250.2;ASV92;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia
FN250.2;ASV93;32;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus
FN250.2;ASV94;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
FN250.2;ASV95;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
FN250.2;ASV96;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV97;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus
FN250.2;ASV99;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
FN250.2;ASV100;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lapidilactobacillus
FN250.2;ASV101;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
FN250.2;ASV104;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV105;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
FN250.2;ASV107;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
FN250.2;ASV110;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;
FN250.2;ASV111;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
FN250.2;ASV113;13;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Jeotgalicoccus
FN250.2;ASV114;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
FN250.2;ASV115;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax
FN250.2;ASV116;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Brochothrix
FN250.2;ASV117;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV119;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
FN250.2;ASV120;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
FN250.2;ASV121;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
FN250.2;ASV122;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium
FN250.2;ASV123;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV126;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;
FN250.2;ASV127;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV129;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum
FN250.2;ASV130;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
FN250.2;ASV131;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
FN250.2;ASV133;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas
FN250.2;ASV135;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV136;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
FN250.2;ASV138;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus
FN250.2;ASV139;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
FN250.2;ASV140;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
FN250.2;ASV141;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus
FN250.2;ASV143;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
FN250.2;ASV144;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
FN250.2;ASV149;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV150;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV152;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum
FN250.2;ASV156;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV157;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;
FN250.2;ASV158;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
FN250.2;ASV160;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
FN250.2;ASV161;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
FN250.2;ASV162;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV163;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas
FN250.2;ASV166;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Schleiferilactobacillus
FN250.2;ASV168;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor
FN250.2;ASV169;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
FN250.2;ASV170;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
FN250.2;ASV177;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
FN250.2;ASV178;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia
FN250.2;ASV179;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium
FN250.2;ASV186;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus
FN250.2;ASV187;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia
FN250.2;ASV188;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
FN250.2;ASV189;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
FN250.2;ASV190;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira
FN250.2;ASV199;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;HT002
FN250.2;ASV200;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas
FN250.2;ASV201;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] eligens group
FN250.2;ASV202;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
FN250.2;ASV203;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] eligens group
FN250.2;ASV204;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;
FN250.2;ASV219;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
FN250.2;ASV221;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
FN250.2;ASV222;2;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
FN250.2;ASV223;1;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
FN250.2;ASV225;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
FN250.2;ASV227;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;
FN250.2;ASV228;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Alicyclobacillus
FN250.2;ASV230;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus
FN250.2;ASV232;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Clostridiisalibacter;
FN250.2;ASV257;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter
FN250.2;ASV258;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus
FN250.2;ASV259;0;FN250;food waste;sorb-;2.5;2;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1
FN250.2;ASV261;2;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
FN250.2;ASV263;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 18
FN250.2;ASV265;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
FN250.2;ASV266;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;
FN250.2;ASV267;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella
FN250.2;ASV269;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;
FN250.2;ASV270;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
FN250.2;ASV271;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma
FN250.2;ASV272;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
FN250.2;ASV275;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
FN250.2;ASV277;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;
FN250.2;ASV280;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
FN250.2;ASV314;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
FN250.2;ASV318;0;FN250;food waste;sorb-;2.5;2;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;
FN250.2;ASV319;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
FN250.2;ASV323;0;FN250;food waste;sorb-;2.5;2;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;
FN250.2;ASV326;1;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Nordella
FN250.2;ASV328;0;FN250;food waste;sorb-;2.5;2;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;
FN250.2;ASV329;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;
FN250.2;ASV331;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
FN250.2;ASV333;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;
FN250.2;ASV334;0;FN250;food waste;sorb-;2.5;2;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;
FN250.2;ASV336;0;FN250;food waste;sorb-;2.5;2;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter
FN250.2;ASV337;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga
FN250.2;ASV338;0;FN250;food waste;sorb-;2.5;2;Bacteria;Planctomycetota;Brocadiae;Brocadiales;Brocadiaceae;Candidatus Brocadia
FN250.2;ASV339;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum
FN250.2;ASV340;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
FN250.2;ASV342;0;FN250;food waste;sorb-;2.5;2;Bacteria;Planctomycetota;Brocadiae;Brocadiales;Brocadiaceae;Candidatus Brocadia
FN250.2;ASV344;0;FN250;food waste;sorb-;2.5;2;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella
FN250.2;ASV345;0;FN250;food waste;sorb-;2.5;2;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;
FN250.2;ASV346;0;FN250;food waste;sorb-;2.5;2;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;
FN250.2;ASV352;0;FN250;food waste;sorb-;2.5;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter
FN250.2;ASV353;0;FN250;food waste;sorb-;2.5;2;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;
