SampleID;ASV;Count;Group;Type;Substrate;Density;Replicate;Kingdom;Phylum;Class;Order;Family;Genus
LN125.2;ASV4;8844;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
LN125.2;ASV5;7;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
LN125.2;ASV6;0;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
LN125.2;ASV7;0;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
LN125.2;ASV8;497;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
LN125.2;ASV9;9;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
LN125.2;ASV13;63;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus*
LN125.2;ASV14;132;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
LN125.2;ASV15;0;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
LN125.2;ASV18;1420;LN125;larvae;sorb-;1.25;2;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
LN125.2;ASV19;0;LN125;larvae;sorb-;1.25;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus
LN125.2;ASV20;8;LN125;larvae;sorb-;1.25;2;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
LN125.2;ASV21;6;LN125;larvae;sorb-;1.25;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
