"SampleID";"ASV1";"ASV2";"ASV3";"ASV4";"ASV5";"ASV6";"ASV7";"ASV8";"ASV9";"ASV10";"ASV11";"ASV12";"ASV13";"ASV14";"ASV15";"ASV16";"ASV17";"ASV18";"ASV19";"ASV20";"ASV21";"ASV22";"ASV23";"ASV24";"ASV25";"ASV26";"ASV27";"ASV28";"ASV29";"ASV32";"ASV33";"ASV34";"ASV35";"ASV36";"ASV37";"ASV38";"ASV39";"ASV40";"ASV41";"ASV42";"ASV43";"ASV44";"ASV46";"ASV47";"ASV49";"ASV50";"ASV51";"ASV52";"ASV53";"ASV54";"ASV55";"ASV56";"ASV57";"ASV58";"ASV59";"ASV61";"ASV65";"ASV66";"ASV67";"ASV68";"ASV69";"ASV70";"ASV72";"ASV73";"ASV75";"ASV76";"ASV77";"ASV78";"ASV79";"ASV80";"ASV81";"ASV83";"ASV84";"ASV85";"ASV86";"ASV87";"ASV90";"ASV91";"ASV92";"ASV93";"ASV94";"ASV95";"ASV96";"ASV97";"ASV98";"ASV99";"ASV100";"ASV101";"ASV103";"ASV104";"ASV105";"ASV106";"ASV107";"ASV109";"ASV110";"ASV111";"ASV113";"ASV114";"ASV115";"ASV116";"ASV117";"ASV119";"ASV120";"ASV121";"ASV122";"ASV123";"ASV124";"ASV126";"ASV127";"ASV128";"ASV129";"ASV130";"ASV131";"ASV132";"ASV133";"ASV134";"ASV135";"ASV136";"ASV137";"ASV138";"ASV139";"ASV140";"ASV141";"ASV143";"ASV144";"ASV146";"ASV147";"ASV148";"ASV149";"ASV150";"ASV152";"ASV153";"ASV155";"ASV156";"ASV157";"ASV158";"ASV159";"ASV160";"ASV161";"ASV162";"ASV163";"ASV164";"ASV165";"ASV166";"ASV168";"ASV169";"ASV170";"ASV172";"ASV173";"ASV174";"ASV175";"ASV176";"ASV177";"ASV178";"ASV179";"ASV182";"ASV183";"ASV185";"ASV186";"ASV187";"ASV188";"ASV189";"ASV190";"ASV191";"ASV194";"ASV195";"ASV197";"ASV198";"ASV199";"ASV200";"ASV201";"ASV202";"ASV203";"ASV204";"ASV206";"ASV207";"ASV208";"ASV211";"ASV212";"ASV213";"ASV214";"ASV215";"ASV216";"ASV217";"ASV218";"ASV219";"ASV221";"ASV222";"ASV223";"ASV225";"ASV226";"ASV227";"ASV228";"ASV230";"ASV232";"ASV235";"ASV236";"ASV237";"ASV239";"ASV240";"ASV241";"ASV242";"ASV243";"ASV244";"ASV246";"ASV247";"ASV248";"ASV250";"ASV251";"ASV252";"ASV253";"ASV257";"ASV258";"ASV259";"ASV261";"ASV263";"ASV265";"ASV266";"ASV267";"ASV269";"ASV270";"ASV271";"ASV272";"ASV275";"ASV277";"ASV280";"ASV282";"ASV283";"ASV284";"ASV287";"ASV290";"ASV291";"ASV294";"ASV295";"ASV296";"ASV297";"ASV298";"ASV299";"ASV300";"ASV304";"ASV305";"ASV306";"ASV308";"ASV309";"ASV310";"ASV311";"ASV314";"ASV318";"ASV319";"ASV323";"ASV326";"ASV328";"ASV329";"ASV331";"ASV333";"ASV334";"ASV336";"ASV337";"ASV338";"ASV339";"ASV340";"ASV342";"ASV344";"ASV345";"ASV346";"ASV352";"ASV353";"ASV354";"ASV355";"ASV360";"ASV361";"ASV362";"ASV363";"ASV365";"ASV370";"ASV371";"ASV374";"ASV376";"ASV383";"ASV389";"ASV393";"ASV394";"ASV395";"ASV397";"ASV399";"ASV400";"ASV401";"ASV402";"ASV408";"ASV410"
"LP125.2";28928;10265;1728;1894;0;0;3;295;0;0;0;0;0;1382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2315;0;0;0;0;0;0;138;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"LP125.3";12954;27736;0;4928;4;0;0;1304;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LP250.1";1165;34142;0;10149;11;0;0;638;6;0;0;0;0;0;19;0;0;0;0;0;50;0;0;0;524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;95;0;0;22;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;11;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
"LP250.2";9742;13765;3785;14464;0;0;0;4368;0;0;0;0;0;0;10;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;285;0;0;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;10;0;69;0;0;0;0;0;5;0;61;46;0;6;0;0;0;0;0;0;0;0;2;0;0;31;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LP250.3";1069;22913;0;13517;24;0;0;8871;23;0;0;0;0;0;52;0;0;32;0;0;93;9;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;16;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LP500.1";173;19371;12936;11626;7;2;0;2206;11;0;0;0;0;142;14;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;298;0;0;0;0;0;0;0;0;0;0;81;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"LP500.2";1801;33964;0;8085;0;1;0;2569;15;0;0;0;0;0;22;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;0;0;0;0;154;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;13;0;0;5;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"LP500.3";351;8490;32247;4763;0;17;0;925;27;0;0;0;1;0;25;0;0;50;0;0;22;0;3;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LS.1";32711;1077;0;7627;90;0;0;440;69;0;0;0;41;1453;0;0;0;0;0;9;1558;0;0;11;0;0;0;0;0;0;0;425;134;0;995;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;7;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LS.2";29249;154;114;11185;742;0;0;197;164;0;0;0;64;346;0;0;0;0;0;27;2109;0;0;5;0;0;0;0;0;0;0;0;1690;0;268;0;0;453;0;0;0;0;89;0;0;14;0;0;20;0;1;0;0;4;0;0;0;0;0;0;5;0;0;8;0;0;0;0;0;0;0;9;0;0;0;0;2;0;0;0;0;9;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LS.3";29603;124;81;12642;659;0;0;170;455;0;0;0;29;194;0;0;0;1;0;0;1914;0;0;0;0;0;0;0;0;0;0;0;157;0;683;0;0;143;0;0;0;0;52;0;0;9;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
